palabra,rt,palabra_noaccents
secundar,476.51,secundar
sedar,486.17,sedar
sedimentar,533.44,sedimentar
seducir,492.38,seducir
segar,424.24,segar
segmentar,454.01,segmentar
segregar,495.52,segregar
seguir,455.97,seguir
seguirse,455.54,seguirse
seleccionar,470.46,seleccionar
sellar,429.54,sellar
sembrar,486.1,sembrar
semejar,467.73,semejar
sensibilizar,479.12,sensibilizar
sentar,455.36,sentar
sentarse,447.05,sentarse
sentenciar,506.06,sentenciar
sentir,447.4,sentir
sentirse,469.85,sentirse
señalar,443.95,senalar
señalarse,457.96,senalarse
señalizar,482.74,senalizar
señorear,507.51,senorear
separar,497.03,separar
separarse,474.22,separarse
sepultar,481.6,sepultar
ser,470.91,ser
serenar,502.26,serenar
sermonear,550.33,sermonear
serpentear,534.94,serpentear
serrar,465.02,serrar
serruchar,529.83,serruchar
servir,450.49,servir
servirse,444.65,servirse
sesear,484.17,sesear
sesgar,462.4,sesgar
sestear,447.45,sestear
significar,461.89,significar
silabear,491.19,silabear
silbar,480.76,silbar
silenciar,460.57,silenciar
simbolizar,455.47,simbolizar
simpatizar,475.53,simpatizar
simplificar,480.36,simplificar
simplificarse,478.04,simplificarse
simular,477.11,simular
simultanear,538.17,simultanear
sincerar,506.99,sincerar
sincronizar,492.3,sincronizar
sindicar,522.03,sindicar
sintetizar,463.9,sintetizar
sintonizar,439.41,sintonizar
sisar,446.56,sisar
sisear,501.43,sisear
sistematizar,466.88,sistematizar
sitiar,469.82,sitiar
situar,443.06,situar
situarse,447.35,situarse
sobar,448.04,sobar
sobornar,510.49,sobornar
sobrar,477.83,sobrar
sobrecargar,470.68,sobrecargar
sobrecoger,509.54,sobrecoger
sobreentender,564.3,sobreentender
sobreexplotar,579.46,sobreexplotar
sobrellevar,500.04,sobrellevar
sobrepasar,496.22,sobrepasar
sobreponer,492.15,sobreponer
sobresalir,470.86,sobresalir
sobresaltar,513.11,sobresaltar
sobreseer,539.76,sobreseer
sobrevalorar,484.6,sobrevalorar
sobrevenir,461.78,sobrevenir
sobrevivir,476.68,sobrevivir
sobrevolar,493.63,sobrevolar
socarrar,497.3,socarrar
socavar,505.41,socavar
socializar,471.62,socializar
socorrer,463.7,socorrer
sodomizar,500.78,sodomizar
sofocar,462.18,sofocar
sofreir,485.42,sofreir
sojuzgar,535.91,sojuzgar
solapar,458.27,solapar
soldar,479.21,soldar
solemnizar,557.28,solemnizar
soler,439.96,soler
solicitar,449.03,solicitar
solidificar,492.56,solidificar
soliviantar,558.61,soliviantar
sollozar,453.76,sollozar
soltar,442.87,soltar
soltarse,478.27,soltarse
solucionar,477.99,solucionar
solventar,477.2,solventar
sombrear,504.02,sombrear
someter,464.12,someter
someterse,473.64,someterse
sonar,453.66,sonar
sondar,445.21,sondar
sondear,482.19,sondear
sonreír,436.43,sonreir
sonrojar,472.82,sonrojar
sonsacar,490.21,sonsacar
soñar,449.08,sonar
sopesar,502.57,sopesar
soplar,465.24,soplar
soportar,431.41,soportar
sorber,456.53,sorber
sorprender,473.6,sorprender
sorprenderse,483.52,sorprenderse
sortear,467.82,sortear
sosegar,483.87,sosegar
soslayar,512.03,soslayar
sospechar,474.3,sospechar
sospecharse,505.38,sospecharse
sostener,442.19,sostener
sostenerse,479.48,sostenerse
suavizar,481.86,suavizar
subastar,517.64,subastar
subdividir,494.34,subdividir
subestimar,530.98,subestimar
subir,415.07,subir
subirse,470.36,subirse
sublevar,476.76,sublevar
sublimar,471.62,sublimar
subordinar,551.11,subordinar
subrayar,462.02,subrayar
subrogarse,514.23,subrogarse
subsanar,500.93,subsanar
subscribir,505.3,subscribir
subsidiar,463.78,subsidiar
subsistir,455.99,subsistir
substanciarse,550.52,substanciarse
substituir,481.29,substituir
subtitular,484.89,subtitular
subvencionar,529.87,subvencionar
subyugar,489.62,subyugar
succionar,497.38,succionar
suceder,477.89,suceder
sucederse,556.49,sucederse
sucumbir,513.4,sucumbir
sudar,447.97,sudar
sufragar,492.56,sufragar
sufrir,473.88,sufrir
sugerir,503.51,sugerir
sugestionar,500.97,sugestionar
suicidar,474.19,suicidar
suicidarse,491.47,suicidarse
sujetar,461.11,sujetar
sujetarse,473.96,sujetarse
sumar,454.56,sumar
sumarse,444.51,sumarse
sumergir,433.38,sumergir
sumergirse,506.08,sumergirse
suministrar,466.93,suministrar
sumir,448.69,sumir
supeditar,545.18,supeditar
superar,434.03,superar
superarse,455.3,superarse
superponer,509.16,superponer
supervisar,450.48,supervisar
suplantar,450.19,suplantar
suplicar,440.31,suplicar
suplir,450.87,suplir
suponer,463.6,suponer
suponerse,474.76,suponerse
suprimir,462.21,suprimir
suprimirse,457.38,suprimirse
surcar,453.36,surcar
surgir,449.33,surgir
surtir,475.06,surtir
suscitar,449.17,suscitar
suscitarse,536.65,suscitarse
suscribir,485.31,suscribir
suspender,462.65,suspender
suspenderse,465.3,suspenderse
suspirar,469.0,suspirar
sustentar,475.22,sustentar
sustentarse,559.8,sustentarse
sustituir,471.67,sustituir
sustraer,457.52,sustraer
sustraerse,500.4,sustraerse
susurrar,501.78,susurrar
suturar,499.64,suturar
suturarse,529.34,suturarse
tabicar,541.27,tabicar
tablear,520.33,tablear
tabletear,592.77,tabletear
tabular,513.29,tabular
tachar,507.66,tachar
tachonar,608.3,tachonar
taconear,569.21,taconear
taladrar,553.28,taladrar
talar,533.04,talar
tallar,497.29,tallar
tambalear,534.07,tambalear
tambalearse,565.87,tambalearse
tamborilear,590.88,tamborilear
tamizar,537.52,tamizar
tantear,512.22,tantear
tañer,539.04,taner
tapar,508.6,tapar
taparse,504.71,taparse
tapiar,519.31,tapiar
tapizar,542.54,tapizar
taponar,489.42,taponar
taquigrafiar,557.59,taquigrafiar
tararear,562.48,tararear
tardar,506.27,tardar
tartamudear,534.99,tartamudear
tasar,526.29,tasar
tatuar,506.34,tatuar
teatralizar,577.15,teatralizar
teclear,536.06,teclear
tejar,505.28,tejar
tejer,507.81,tejer
telefonear,539.65,telefonear
telegrafiar,549.04,telegrafiar
televisar,532.25,televisar
temblar,477.93,temblar
temer,478.86,temer
templar,509.65,templar
tender,502.02,tender
tenerse,533.75,tenerse
tensar,510.55,tensar
tensionar,539.51,tensionar
tentar,547.39,tentar
teñir,495.6,tenir
teorizar,560.69,teorizar
terciar,509.33,terciar
tergiversar,626.58,tergiversar
terminar,496.24,terminar
terminarse,521.69,terminarse
testificar,524.82,testificar
testimoniar,561.57,testimoniar
tildar,532.79,tildar
timar,503.41,timar
timbrar,540.62,timbrar
tintinear,607.54,tintinear
tiranizar,598.24,tiranizar
tirar,507.45,tirar
tirarse,482.47,tirarse
tiritar,596.6,tiritar
tirotear,564.3,tirotear
titilar,550.01,titilar
titubear,524.21,titubear
titular,511.03,titular
titularse,545.3,titularse
tocar,508.66,tocar
tolerar,534.54,tolerar
tolerarse,551.67,tolerarse
tomar,502.07,tomar
tomarse,524.41,tomarse
tonificar,538.76,tonificar
tontear,509.02,tontear
topar,500.36,topar
toparse,513.53,toparse
torcer,511.72,torcer
torear,522.87,torear
tornar,501.49,tornar
torpedear,587.53,torpedear
torturar,500.33,torturar
toser,521.63,toser
tostar,554.48,tostar
tostarse,556.8,tostarse
trabajar,483.29,trabajar
trabar,513.01,trabar
trabucar,582.24,trabucar
traducir,493.01,traducir
traducirse,558.67,traducirse
traer,488.78,traer
traerse,535.89,traerse
traficar,525.17,traficar
tragar,505.98,tragar
tragarse,528.92,tragarse
traicionar,533.16,traicionar
trajear,543.26,trajear
trajinar,570.75,trajinar
tramar,474.7,tramar
tramitar,532.38,tramitar
trampear,553.17,trampear
tranquilizar,532.29,tranquilizar
tranquilizarse,518.31,tranquilizarse
transcurrir,525.53,transcurrir
transferir,529.67,transferir
transfigurar,598.02,transfigurar
transformar,502.87,transformar
transformarse,528.8,transformarse
transgredir,544.87,transgredir
transigir,565.14,transigir
transitar,501.97,transitar
transmitir,489.48,transmitir
transmitirse,568.96,transmitirse
transmutar,564.09,transmutar
transparentar,545.45,transparentar
transpirar,543.57,transpirar
transplantar,529.46,transplantar
transponer,528.84,transponer
transportar,561.42,transportar
trapichear,527.54,trapichear
traquetear,537.58,traquetear
trascender,556.12,trascender
trascribir,562.91,trascribir
trashumar,547.46,trashumar
trasladar,584.11,trasladar
trasladarse,529.52,trasladarse
traslucir,561.31,traslucir
trasnochar,542.6,trasnochar
traspapelar,544.32,traspapelar
traspapelarse,585.32,traspapelarse
trasparentarse,627.25,trasparentarse
traspasar,530.63,traspasar
traspasarse,559.39,traspasarse
trasplantar,538.41,trasplantar
trasquilar,591.19,trasquilar
trastabillar,617.04,trastabillar
trastear,526.78,trastear
trastocar,532.96,trastocar
trastornar,570.02,trastornar
trasvasar,557.96,trasvasar
tratar,515.26,tratar
tratarse,537.31,tratarse
travestir,512.16,travestir
travestirse,596.88,travestirse
trazar,482.33,trazar
trenzar,511.68,trenzar
trepanar,572.38,trepanar
trepar,487.03,trepar
tributar,598.57,tributar
tricotar,553.79,tricotar
trillar,487.09,trillar
trinar,492.32,trinar
trincar,518.22,trincar
trinchar,534.1,trinchar
triplicar,559.78,triplicar
tripular,523.86,tripular
triscar,535.26,triscar
triturar,585.7,triturar
triunfar,558.72,triunfar
trivializar,595.53,trivializar
trocar,547.83,trocar
trocear,562.12,trocear
tronar,523.32,tronar
tronchar,528.67,tronchar
troncharse,589.02,troncharse
tropezar,519.2,tropezar
troquelar,534.26,troquelar
trotar,512.81,trotar
trovar,507.67,trovar
trucar,474.8,trucar
truncar,486.2,truncar
tumbar,490.02,tumbar
tundir,524.94,tundir
turbar,486.16,turbar
turnar,477.77,turnar
tutear,472.4,tutear
tutelar,530.89,tutelar
ubicar,515.55,ubicar
ubicarse,513.87,ubicarse
ulcerar,550.45,ulcerar
ultimar,511.54,ultimar
ultrajar,567.39,ultrajar
ulular,559.09,ulular
uncir,530.18,uncir
ungir,512.76,ungir
unificar,512.74,unificar
uniformar,563.97,uniformar
unilateralizar,690.49,unilateralizar
unir,447.42,unir
unirse,472.94,unirse
universalizar,588.29,universalizar
untar,509.63,untar
urbanizar,516.71,urbanizar
urdir,512.44,urdir
urgir,513.61,urgir
usar,503.39,usar
usarse,542.58,usarse
usurpar,554.82,usurpar
utilizar,501.32,utilizar
utilizarse,499.74,utilizarse
vaciar,473.23,vaciar
vaciarse,491.01,vaciarse
vacilar,482.14,vacilar
vacunar,496.89,vacunar
vadear,532.17,vadear
vagabundear,602.95,vagabundear
vagar,474.57,vagar
valer,490.82,valer
validar,504.49,validar
vallar,501.39,vallar
valorar,519.94,valorar
valorarse,478.8,valorarse
valsar,490.1,valsar
vanagloriar,610.58,vanagloriar
vaporizar,495.7,vaporizar
vapulear,561.82,vapulear
varar,496.43,varar
variar,512.08,variar
vaticinar,523.54,vaticinar
vedar,504.92,vedar
vegetar,512.42,vegetar
vejar,508.27,vejar
velar,518.96,velar
vencer,493.11,vencer
vendar,503.41,vendar
vender,484.95,vender
venderse,494.1,venderse
vendimiar,560.89,vendimiar
venerar,570.44,venerar
vengar,490.28,vengar
vengarse,521.73,vengarse
venir,462.44,venir
venirse,517.94,venirse
ventilar,507.83,ventilar
ver,501.79,ver
veranear,520.11,veranear
verbalizar,501.7,verbalizar
verificar,547.33,verificar
versar,525.82,versar
verse,538.5,verse
vertebrar,571.41,vertebrar
verter,486.97,verter
vestir,479.63,vestir
vestirse,511.03,vestirse
vetar,490.0,vetar
viajar,475.32,viajar
vibrar,491.51,vibrar
viciar,481.73,viciar
vigilar,470.22,vigilar
vigilarse,537.42,vigilarse
vigorizar,556.5,vigorizar
vilipendiar,713.12,vilipendiar
vincular,486.53,vincular
vincularse,552.73,vincularse
violar,481.39,violar
violentar,528.23,violentar
virar,483.9,virar
visionar,528.56,visionar
visitar,510.25,visitar
vislumbrar,588.14,vislumbrar
visualizar,504.84,visualizar
vitorear,522.14,vitorear
vitrificar,591.59,vitrificar
vivenciar,554.02,vivenciar
vivificar,551.67,vivificar
vivir,479.58,vivir
vivirse,502.11,vivirse
vocalizar,505.45,vocalizar
vocear,506.57,vocear
vociferar,533.96,vociferar
volar,485.2,volar
volcar,493.98,volcar
volcarse,536.79,volcarse
volear,539.0,volear
voltear,543.89,voltear
volver,491.86,volver
volverse,479.31,volverse
vomitar,481.91,vomitar
votar,489.89,votar
votarse,489.42,votarse
vulnerar,512.99,vulnerar
yacer,541.84,yacer
yantar,543.92,yantar
yodar,527.05,yodar
yuxtaponer,621.36,yuxtaponer
zafar,513.97,zafar
zafarse,551.76,zafarse
zaherir,598.32,zaherir
zambullir,544.58,zambullir
zambullirse,555.58,zambullirse
zampar,473.72,zampar
zanjar,490.03,zanjar
zapatear,507.08,zapatear
zapear,523.54,zapear
zarandear,523.36,zarandear
zarpar,491.3,zarpar
zigzaguear,592.37,zigzaguear
zozobrar,541.87,zozobrar
zumbar,499.09,zumbar
zurcir,498.27,zurcir
zurrar,529.34,zurrar
